NOME,FASE_2022,TURMA_2022,ANO_INGRESSO_2022,BOLSISTA_2022,INDE_2022,CG_2022,CF_2022,CT_2022,PEDRA_2022,DESTAQUE_IEG_2022,DESTAQUE_IDA_2022,DESTAQUE_IPV_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,NOTA_PORT_2022,NOTA_MAT_2022,NOTA_ING_2022,QTD_AVAL_2022,IPP_2022,REC_AVA_1_2022,REC_AVA_2_2022,REC_AVA_3_2022,REC_AVA_4_2022,INDICADO_BOLSA_2022,PONTO_VIRADA_2022,IPV_2022,IAN_2022,NIVEL_IDEAL_2022
ALUNO-600,0.0,F,2022.0,Não,6741243719576720.0,572.0,160.0,7.0,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,8597883597883590,5.0,7.15,7666666666666660,6633333333333330,,2.0,3.75,Mantido na Fase atual,Mantido na Fase atual,,,Não,Não,6583325,5.0,Fase 2 (5º e 6º ano)
ALUNO-602,1.0,H,2019.0,Não,4971855378033200.0,822.0,188.0,10.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,950002,3838441890166020,5.0,2.25,2024-05-02 00:00:00,2.0,,2.0,4375,Promovido de Fase,Promovido de Fase,,,Não,Não,6833325,5.0,Fase 3 (7º e 8º ano)
ALUNO-603,2.0,Q,2018.0,Não,5561111555555550.0,779.0,145.0,12.0,Quartzo,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,950002,861111111111111,5.0,2333333333333330,0.0,4666666666666660,,3.0,3333333333333330,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,5444436666666660,5.0,Fase 4 (9º ano)
ALUNO-607,4.0,H,2022.0,Não,6322651405982900.0,679.0,60.0,6.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,916668,652991452991453,2024-05-07 00:00:00,5.0,4.0,6.0,,4.0,6.25,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Alocado em Fase anterior,Não,Não,61250025,5.0,Fase 5 (1º EM)
ALUNO-608,5.0,B,2017.0,Não,6576346820512820.0,634.0,38.0,12.0,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,708333,7560897435897430,5625,7466666666666660,6666666666666660,7833333333333330,7899999999999990,3.0,5.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,,Não,Não,6500005,5.0,Fase 6 (2º EM)
ALUNO-610,5.0,A,2021.0,Não,554190442857143.0,785.0,52.0,10.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.0,5948412698412690,2024-05-07 00:00:00,3011111111111110,2333333333333330,3533333333333330,3166666666666660,3.0,5416666666666660,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase + Bolsa,,Sim,Não,7291665,5.0,Fase 7 (3º EM)
ALUNO-612,1.0,F,2022.0,Não,5426853851851850.0,793.0,182.0,10.0,Quartzo,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1000002,775925925925926,6875,2024-05-02 00:00:00,0.0,5.0,,2.0,4375,Mantido na Fase atual,Promovido de Fase,,,Não,Não,5.0,2024-05-02 00:00:00,Fase 4 (9º ano)
ALUNO-613,2.0,P,2018.0,Não,6664746446689110.0,601.0,99.0,8.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9000020000000000,7233445566778900,5.0,3083333333333330,2024-05-01 00:00:00,4666666666666660,,3.0,6458333333333330,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Não,7777776666666660,10.0,Fase 2 (5º e 6º ano)
ALUNO-615,1.0,E,2019.0,Não,833840773949389.0,56.0,9.0,1.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1000002,903230203080278,2024-05-07 00:00:00,8916666666666660,9.0,8833333333333330,,3.0,6875,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,,Sim,Sim,905556,5.0,Fase 2 (5º e 6º ano)
ALUNO-617,1.0,B,2021.0,Não,7794468490299820.0,201.0,48.0,8.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8500020000000000,8784832451499110,2024-05-07 00:00:00,6833333333333330,8.0,5666666666666660,,3.0,6041666666666660,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Não,7333333333333330,10.0,Fase 1 (4º ano)
ALUNO-621,0.0,F,2022.0,Não,6634286047619040.0,614.0,168.0,8.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,950002,6238095238095230,2024-05-07 00:00:00,2024-01-07 00:00:00,7.0,2024-02-07 00:00:00,,2.0,5.0,Mantido na Fase atual,Mantido na Fase atual,,,Não,Não,6333325,5.0,Fase 2 (5º e 6º ano)
ALUNO-622,3.0,G,2018.0,Não,4276529111111110.0,850.0,143.0,14.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,916668,2816666666666660,2024-05-07 00:00:00,8888888888888880,1333333333333330,1166666666666660,1666666666666660,4.0,9375-05-01 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,Não,Não,3875,5.0,Fase 4 (9º ano)
ALUNO-623,3.0,N,2022.0,Não,7448464223100570.0,336.0,37.0,4.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,916668,7749258893280630,2024-05-07 00:00:00,5222222222222220,6333333333333330,4333333333333330,5.0,3.0,6875,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,,Não,Não,2024-05-07 00:00:00,10.0,Fase 3 (7º e 8º ano)
ALUNO-624,4.0,F,2019.0,Não,3737944252525250.0,858.0,75.0,15.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,708334,3536931818181810,5.0,1444444444444440,1666666666666660,2666666666666660,0.0,4.0,5.0,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Alocado em Fase anterior,Não,Não,3916675,2024-05-02 00:00:00,Fase 7 (3º EM)
ALUNO-628,0.0,L,2021.0,Não,8172164185520360.0,94.0,25.0,2.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9000020000000000,916289592760181,2024-05-07 00:00:00,8.75,9333333333333330,8166666666666660,,2.0,5625-06-01 00:00:00,Promovido de Fase,Promovido de Fase,,,Não,Sim,8916665,5.0,Fase 2 (5º e 6º ano)
ALUNO-632,1.0,N,2021.0,Não,5818056666666660.0,748.0,178.0,9.0,Quartzo,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,741668,7583333333333330,2024-05-07 00:00:00,1.25,2024-05-02 00:00:00,0.0,,3.0,6041666666666660,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,7277776666666660,5.0,Fase 2 (5º e 6º ano)
ALUNO-633,1.0,J,2022.0,Não,6860192771302770.0,534.0,135.0,11.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,950002,7189847189847190,5.0,2024-05-07 00:00:00,2024-05-05 00:00:00,2024-05-09 00:00:00,,3.0,5833333333333330,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,694444,5.0,Fase 2 (5º e 6º ano)
ALUNO-634,2.0,A,2018.0,Sim,5248612.0,807.0,153.0,13.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8000020000000000,5833333333333330,3.75,2916666666666660,1666666666666660,5666666666666660,,3.0,4791666666666660,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Não,6722216666666660,5.0,Fase 4 (9º ano)
ALUNO-637,2.0,P,2022.0,Não,6923613111111110.0,518.0,79.0,7.0,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9000020000000000,9388888888888880,2024-05-07 00:00:00,3.75,0.0,2024-05-07 00:00:00,,3.0,6458333333333330,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Não,2024-05-07 00:00:00,5.0,Fase 3 (7º e 8º ano)
ALUNO-638,3.0,G,2019.0,Não,4311944251526250.0,847.0,142.0,13.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,916668,363610347985348,5.0,1777777777777770,1.0,3666666666666660,6666666666666660,4.0,5625,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,Não,Não,3.75,5.0,Fase 5 (1º EM)
ALUNO-641,2.0,U,2022.0,Não,6313483598204260.0,682.0,125.0,13.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,950002,6741021324354650,2024-05-07 00:00:00,4083333333333330,2024-05-04 00:00:00,3666666666666660,,3.0,6041666666666660,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,6722219999999990,5.0,Fase 3 (7º e 8º ano)
ALUNO-642,1.0,D,2019.0,Não,6946674134932530.0,507.0,132.0,11.0,Ágata,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,0.0,9365317341329330,5.0,9083333333333330,9.0,9166666666666660,,3.0,6458333333333330,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,,Sim,Não,8055553333333330,5.0,Fase 2 (5º e 6º ano)
ALUNO-643,0.0,L,2022.0,Não,8059871909502260.0,130.0,36.0,3.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1000002,9351432880844640,2024-05-07 00:00:00,8166666666666660,8833333333333330,2024-05-07 00:00:00,,2.0,5625-06-01 00:00:00,Promovido de Fase,Promovido de Fase,,,Não,Não,8.25,5.0,Fase 1 (4º ano)
ALUNO-644,3.0,A,2018.0,Sim,8441663515948960.0,42.0,11.0,3.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,916668,8310738968633700,6.25,8111111111111110,7666666666666660,8333333333333330,8333333333333330,4.0,890625,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Não,Sim,86250025,10.0,Fase 3 (7º e 8º ano)
ALUNO-645,1.0,A,2020.0,Não,4742008908382060.0,837.0,191.0,14.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,950002,4015594541910330,2024-05-07 00:00:00,1166666666666660,1.0,1333333333333330,,3.0,4166666666666660,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,544444,5.0,Fase 2 (5º e 6º ano)
ALUNO-647,2.0,P,2018.0,Não,7366941455828120.0,373.0,54.0,5.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,950002,8945807279140610,5.0,6916666666666660,6333333333333330,2024-05-07 00:00:00,,3.0,6666666666666660,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,,Não,Não,7888890000000000,5.0,Fase 3 (7º e 8º ano)
ALUNO-649,3.0,N,2022.0,Não,7897223888888880.0,170.0,27.0,1.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,875001,10.0,6875,6444444444444440,7333333333333330,6333333333333330,5666666666666660,3.0,8125,Promovido de Fase + Bolsa,Mantido na Fase + Bolsa,Promovido de Fase,,Sim,Sim,866667,5.0,Fase 4 (9º ano)
ALUNO-650,0.0,T,2022.0,Não,692155010708899.0,521.0,148.0,3.0,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8000020000000000,8378582202111610,2024-05-07 00:00:00,6083333333333330,2024-05-06 00:00:00,5666666666666660,,2.0,5625,Mantido na Fase atual,Mantido na Fase atual,,,Não,Não,7083325,5.0,Fase 2 (5º e 6º ano)
ALUNO-651,1.0,H,2022.0,Não,5233398856960400.0,809.0,186.0,9.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,4083652618135370,2024-05-07 00:00:00,2916666666666660,4.0,1833333333333330,,2.0,5.0,Promovido de Fase,Promovido de Fase,,,Não,Não,5916665,5.0,Fase 3 (7º e 8º ano)
ALUNO-652,2.0,I,2022.0,Não,6083364657748040.0,712.0,131.0,12.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,741668,7462653288740240,5.0,4933333333333330,2666666666666660,2024-02-07 00:00:00,,3.0,5625,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Não,6499996666666660,5.0,Fase 3 (7º e 8º ano)
ALUNO-654,2.0,Q,2022.0,Não,6875668240944240.0,529.0,81.0,6.0,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,700002,7871387871387870,2024-05-07 00:00:00,6.25,6.0,2024-05-06 00:00:00,,3.0,6458333333333330,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Não,7277776666666660,5.0,Fase 3 (7º e 8º ano)
ALUNO-656,0.0,S,2022.0,Não,8512849483130900.0,32.0,6.0,1.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1000002,9345479082321180,2024-05-07 00:00:00,9583333333333330,2024-05-09 00:00:00,9666666666666660,,2.0,9375-05-01 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase,,,Sim,Sim,9416675,5.0,Fase 1 (4º ano)
ALUNO-657,3.0,A,2019.0,Sim,8622797438146640.0,25.0,6.0,2.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,916668,9544534412955460,8.75,6777777777777770,6833333333333330,7333333333333330,6166666666666660,4.0,8.75,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não,Sim,8458335,10.0,Fase 3 (7º e 8º ano)
ALUNO-658,0.0,T,2021.0,Não,598893754803676.0,729.0,181.0,6.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1000002,603842940685046,2024-05-07 00:00:00,2833333333333330,4.0,1666666666666660,,2.0,3125-05-01 00:00:00,Mantido na Fase atual,Mantido na Fase atual,,,Não,Não,7166665,5.0,Fase 2 (5º e 6º ano)
ALUNO-662,1.0,R,2022.0,Não,8100927925925920.0,115.0,25.0,3.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,950002,962962962962963,2024-05-07 00:00:00,9.25,2024-05-09 00:00:00,9.0,,3.0,6.25,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,2024-05-07 00:00:00,5.0,Fase 2 (5º e 6º ano)
ALUNO-663,2.0,D,2018.0,Não,5378863434173660.0,796.0,151.0,11.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,583334,4984593837535010,2024-05-07 00:00:00,2024-05-04 00:00:00,2024-05-05 00:00:00,2024-05-03 00:00:00,,3.0,4375,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,,Não,Não,6055553333333330,5.0,Fase 3 (7º e 8º ano)
ALUNO-664,6.0,A,2019.0,Sim,8842987091787430.0,9.0,2.0,2.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1000002,9485054347826080,9375,8011111111111110,9.0,2024-07-05 00:00:00,9333333333333330,4.0,9.0625,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não,Sim,1000001,5.0,Fase 7 (3º EM)
ALUNO-665,0.0,D,2022.0,Não,7540570842105260.0,294.0,83.0,8.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,950002,9473684210526310,2024-05-07 00:00:00,7.0,7166666666666660,6833333333333330,,2.0,5625,Mantido na Fase atual,Mantido na Fase atual,,,Não,Não,741666,5.0,Fase 1 (4º ano)
ALUNO-667,3.0,D,2022.0,Não,60999985.0,709.0,99.0,6.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.25,7.25,2024-05-07 00:00:00,4.0,5.0,7.0,0.0,4.0,2024-05-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,Não,61249925,5.0,Fase 4 (9º ano)
ALUNO-668,2.0,K,2020.0,Não,6658016026362200.0,602.0,100.0,7.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,7324793465144340,2024-05-07 00:00:00,5.25,4.0,2024-05-06 00:00:00,,3.0,6041666666666660,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Não,6944443333333330,5.0,Fase 3 (7º e 8º ano)
ALUNO-669,1.0,G,2022.0,Não,6026389888888880.0,724.0,172.0,10.0,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,902777777777778,6875,1916666666666660,2.0,1833333333333330,,2.0,5.0,Mantido na Fase atual,Mantido na Fase atual,,,Não,Não,6249995,5.0,Fase 3 (7º e 8º ano)
ALUNO-673,3.0,N,2022.0,Não,7792205060606060.0,202.0,30.0,3.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,916668,9136363636363630,5625,5166666666666660,5666666666666660,6166666666666660,3666666666666660,3.0,796875,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,,Sim,Não,827778,10.0,Fase 3 (7º e 8º ano)
ALUNO-674,3.0,E,2022.0,Não,6549254285714280.0,638.0,82.0,4.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2024-05-07 00:00:00,6116071428571420,2024-05-07 00:00:00,6.75,7.0,2024-05-06 00:00:00,,4.0,734375,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não,Não,6208325,5.0,Fase 4 (9º ano)
ALUNO-679,0.0,L,2022.0,Não,728025826984127.0,402.0,118.0,10.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1000002,9682539682539680,2024-05-07 00:00:00,6666666666666660,7333333333333330,6.0,,2.0,9375-05-01 00:00:00,Mantido na Fase atual,Mantido na Fase atual,,,Não,Não,7083325,2024-05-02 00:00:00,Fase 3 (7º e 8º ano)
ALUNO-681,3.0,K,2018.0,Não,6665405026862020.0,600.0,79.0,12.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,958335,6922504578754570,2024-05-07 00:00:00,4555555555555550,5.0,6.0,2666666666666660,4.0,828125,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Sim,Não,6666665,5.0,Fase 5 (1º EM)
ALUNO-686,1.0,G,2018.0,Não,6853260478696740.0,539.0,136.0,4.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8500020000000000,7349624060150370,6875,6583333333333330,5.0,8166666666666660,,2.0,5625,Mantido na Fase atual,Promovido de Fase,,,Não,Não,7333335,5.0,Fase 3 (7º e 8º ano)
ALUNO-687,3.0,A,2021.0,Não,6327707166666660.0,677.0,93.0,15.0,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2024-05-07 00:00:00,7968749999999990,2024-05-07 00:00:00,4133333333333330,1333333333333330,5666666666666660,2024-04-05 00:00:00,4.0,765625,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não,Não,69583275,2024-05-02 00:00:00,Fase 6 (2º EM)
ALUNO-689,3.0,B,2017.0,Sim,8016570200779720.0,137.0,21.0,4.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,875001,9249512670565300,5.0,6333333333333330,6833333333333330,6333333333333330,5833333333333330,4.0,8.75,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Não,Não,8.25,10.0,Fase 3 (7º e 8º ano)
ALUNO-690,0.0,L,2021.0,Não,7401904937321930.0,361.0,109.0,9.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,950002,9686609686609680,2024-05-07 00:00:00,2024-05-06 00:00:00,6333333333333330,6666666666666660,,2.0,3125-05-01 00:00:00,Mantido na Fase atual,Mantido na Fase atual,,,Não,Não,7166655,5.0,Fase 2 (5º e 6º ano)
ALUNO-692,2.0,Q,2022.0,Não,7192527343915340.0,432.0,65.0,5.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,641668,8177910052910050,6.25,7333333333333330,6.0,8666666666666660,,3.0,6458333333333330,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,,Não,Sim,8388886666666660,5.0,Fase 3 (7º e 8º ano)
ALUNO-693,1.0,K,2020.0,Não,7434636280701750.0,341.0,90.0,6.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8500020000000000,8624561403508770,2024-05-07 00:00:00,7416666666666660,5666666666666660,9166666666666660,,3.0,6041666666666660,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,,Não,Não,761111,5.0,Fase 2 (5º e 6º ano)
ALUNO-694,0.0,N,2021.0,Não,7431939372281460.0,342.0,100.0,3.0,Ametista,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1000002,6711768528073990,2024-05-07 00:00:00,7083333333333330,6.0,8166666666666660,,2.0,5625-06-01 00:00:00,Promovido de Fase,Mantido na Fase atual,,,Não,Sim,8833335,5.0,Fase 1 (4º ano)
ALUNO-695,1.0,A,2020.0,Não,7620637142857140.0,264.0,68.0,4.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1000002,988095238095238,2024-05-07 00:00:00,7.25,6666666666666660,7833333333333330,,3.0,5.0,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Não,7222223333333330,5.0,Fase 2 (5º e 6º ano)
ALUNO-697,3.0,L,2022.0,Não,4097072246031740.0,854.0,147.0,10.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,560515873015873,6.25,0.0,,,,4.0,734375,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,Não,68333275,2024-05-02 00:00:00,Fase 6 (2º EM)
ALUNO-700,2.0,I,2019.0,Não,6103704377554810.0,707.0,130.0,11.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1000002,5858788554440720,5625,4.0,3666666666666660,4333333333333330,,3.0,6.25,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Não,7222223333333330,5.0,Fase 3 (7º e 8º ano)
