NOME,FASE_2021,TURMA_2021,INSTITUICAO_ENSINO_ALUNO_2021,SINALIZADOR_INGRESSANTE_2021,PEDRA_2021,INDE_2021,IAA_2021,IEG_2021,IPS_2021,IDA_2021,IPP_2021,REC_EQUIPE_1_2021,REC_EQUIPE_2_2021,REC_EQUIPE_3_2021,REC_EQUIPE_4_2021,PONTO_VIRADA_2021,IPV_2021,IAN_2021,NIVEL_IDEAL_2021,DEFASAGEM_2021
ALUNO-694,0.0,Q,Escola Pública,Ingressante,Topázio,8665,2024-05-09 00:00:00,10.0,2024-05-07 00:00:00,2024-03-07 00:00:00,2024-08-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-07-08 00:00:00,10.0,ALFA  (2o e 3o ano),0.0
ALUNO-695,0.0,J,Escola Pública,Veterano,Topázio,8263,10.0,10.0,2024-05-07 00:00:00,2024-01-07 00:00:00,2024-05-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,2024-03-09 00:00:00,5.0,Nível 1 (4o ano),-1.0
ALUNO-698,6.0,A,Escola Pública,Veterano,Ametista,7294,2024-09-07 00:00:00,2024-01-08 00:00:00,2024-06-05 00:00:00,2024-02-07 00:00:00,2024-01-08 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,2024-09-07 00:00:00,5.0,Nível 7 (3o EM),-1.0
ALUNO-700,2.0,I,Escola Pública,Veterano,Ágata,6197,2024-05-09 00:00:00,2024-06-04 00:00:00,2024-05-07 00:00:00,2024-09-04 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-08-06 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-703,3.0,F,Escola Pública,Veterano,Ametista,7106,2024-02-09 00:00:00,2024-07-06 00:00:00,2024-05-07 00:00:00,2024-03-06 00:00:00,2024-05-07 00:00:00,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,2024-09-07 00:00:00,5.0,Nível 4 (9o ano),-1.0
ALUNO-706,2.0,I,Escola Pública,Veterano,Ametista,7213,10.0,2024-03-06 00:00:00,2024-05-07 00:00:00,2024-09-06 00:00:00,2024-07-07 00:00:00,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Não,2024-08-07 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-707,2.0,C,Escola Pública,Veterano,Ágata,6814,2024-05-09 00:00:00,2024-01-07 00:00:00,2024-05-07 00:00:00,2024-04-05 00:00:00,2024-05-07 00:00:00,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-01-08 00:00:00,2024-05-02 00:00:00,Nível 5 (1o EM),-3.0
ALUNO-708,1.0,E,Escola Pública,Veterano,Ametista,7286,9.0,2024-02-09 00:00:00,2024-05-07 00:00:00,2024-01-05 00:00:00,2024-03-08 00:00:00,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-02-07 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-709,1.0,R,Escola Pública,Ingressante,Ametista,7449,2024-05-08 00:00:00,2024-03-08 00:00:00,2024-05-07 00:00:00,2024-08-05 00:00:00,2024-05-08 00:00:00,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-04-08 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-710,2.0,B,Rede Decisão,Veterano,Topázio,8713,2024-05-09 00:00:00,2024-02-09 00:00:00,2024-05-07 00:00:00,2024-03-08 00:00:00,2024-03-08 00:00:00,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,2024-04-08 00:00:00,10.0,Nível 2 (5o e 6o ano),0.0
ALUNO-713,2.0,R,Escola Pública,Veterano,Quartzo,5129,0.0,2024-03-06 00:00:00,2024-09-06 00:00:00,2024-06-02 00:00:00,2024-01-08 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-08-06 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-716,2.0,G,Escola Pública,Veterano,Ametista,6911,2024-05-08 00:00:00,2024-03-06 00:00:00,2024-05-07 00:00:00,2024-05-04 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-01-07 00:00:00,10.0,Nível 2 (5o e 6o ano),0.0
ALUNO-717,3.0,R,Escola Pública,Ingressante,Quartzo,5494,2024-08-08 00:00:00,2024-07-04 00:00:00,2024-05-07 00:00:00,2024-03-03 00:00:00,2024-01-07 00:00:00,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-03-05 00:00:00,5.0,Nível 4 (9o ano),-1.0
ALUNO-721,2.0,I,Escola Pública,Veterano,Quartzo,5029,2024-05-09 00:00:00,2024-08-03 00:00:00,2024-06-05 00:00:00,2024-05-02 00:00:00,2024-07-06 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-05-05 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-722,1.0,M,Escola Pública,Ingressante,Topázio,8271,10.0,10.0,2024-05-07 00:00:00,2024-09-06 00:00:00,2024-01-08 00:00:00,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Sim,2024-02-09 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-725,2.0,M,Escola Pública,Veterano,Quartzo,2767,0.0,0.4,2024-05-07 00:00:00,0.0,2024-05-07 00:00:00,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Não,2024-04-03 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-726,0.0,M,Escola Pública,Ingressante,Ágata,5981,2024-04-08 00:00:00,2024-02-04 00:00:00,2024-05-07 00:00:00,2024-04-03 00:00:00,2024-02-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-07-05 00:00:00,10.0,ALFA  (2o e 3o ano),0.0
ALUNO-729,4.0,E,Escola Pública,Ingressante,Ágata,5686,2024-07-06 00:00:00,2024-09-03 00:00:00,2024-05-07 00:00:00,2024-08-05 00:00:00,2024-05-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,2024-04-05 00:00:00,5.0,Nível 5 (1o EM),-1.0
ALUNO-730,5.0,F,Rede Decisão,Ingressante,Ágata,5690,2024-03-08 00:00:00,2024-04-04 00:00:00,5.0,2024-08-05 00:00:00,2024-03-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,2024-03-05 00:00:00,5.0,Nível 6 (2o EM),-1.0
ALUNO-732,5.0,L,Rede Decisão,Veterano,Ametista,7765,2024-09-07 00:00:00,2024-04-06 00:00:00,2024-05-07 00:00:00,8.0,2024-01-08 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não,2024-07-07 00:00:00,10.0,Nível 5 (1o EM),0.0
ALUNO-733,3.0,L,Rede Decisão,Veterano,Ametista,6890,2024-08-08 00:00:00,2024-04-06 00:00:00,2024-03-06 00:00:00,2024-04-04 00:00:00,2024-07-07 00:00:00,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-03-07 00:00:00,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-736,0.0,N,Escola Pública,Ingressante,Quartzo,5113,9.0,5.0,0.0,2024-06-03 00:00:00,2024-05-02 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-02-06 00:00:00,10.0,ALFA  (2o e 3o ano),0.0
ALUNO-737,2.0,N,Escola Pública,Veterano,Ametista,7431,9.0,2024-01-07 00:00:00,2024-05-07 00:00:00,2024-09-06 00:00:00,2024-05-08 00:00:00,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-01-08 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-738,3.0,J,Rede Decisão,Veterano,Ametista,8042,2024-02-09 00:00:00,2024-08-07 00:00:00,2024-03-06 00:00:00,2024-01-08 00:00:00,2024-05-07 00:00:00,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-09-07 00:00:00,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-739,3.0,A,Rede Decisão,Veterano,Ametista,8085,2024-02-09 00:00:00,2024-01-08 00:00:00,2024-08-08 00:00:00,2024-06-07 00:00:00,2024-01-08 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,2024-02-09 00:00:00,5.0,Nível 4 (9o ano),-1.0
ALUNO-740,0.0,P,Escola Pública,Veterano,Ágata,6421,9.0,2024-08-05 00:00:00,2024-05-07 00:00:00,2024-02-04 00:00:00,2024-05-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-06-07 00:00:00,5.0,Nível 2 (5o e 6o ano),-2.0
ALUNO-741,5.0,B,Escola Pública,Ingressante,Ametista,7002,2024-08-08 00:00:00,2024-04-04 00:00:00,2024-05-07 00:00:00,2024-02-06 00:00:00,8.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,2024-03-07 00:00:00,10.0,Nível 5 (1o EM),0.0
ALUNO-742,3.0,G,Escola Pública,Ingressante,Ametista,7360,2024-05-07 00:00:00,2024-01-06 00:00:00,2024-05-07 00:00:00,2024-08-06 00:00:00,2024-07-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,2024-05-07 00:00:00,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-743,1.0,J,Escola Pública,Veterano,Ametista,8061,10.0,2024-08-08 00:00:00,5.0,2024-04-06 00:00:00,2024-09-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-07-08 00:00:00,10.0,Nível 1 (4o ano),0.0
ALUNO-746,2.0,G,Rede Decisão,Veterano,Topázio,9107,9.0,2024-08-08 00:00:00,2024-08-08 00:00:00,2024-03-09 00:00:00,2024-05-08 00:00:00,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Sim,2024-04-09 00:00:00,10.0,Nível 2 (5o e 6o ano),0.0
ALUNO-747,4.0,E,Escola Pública,Veterano,Topázio,8675,2024-08-08 00:00:00,2024-09-08 00:00:00,2024-05-07 00:00:00,2024-04-07 00:00:00,2024-02-09 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Sim,2024-03-09 00:00:00,10.0,Nível 4 (9o ano),0.0
ALUNO-748,0.0,Q,Escola Pública,Ingressante,Ametista,7985,10.0,10.0,2024-05-07 00:00:00,2024-04-06 00:00:00,2024-08-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-03-08 00:00:00,5.0,Nível 2 (5o e 6o ano),-2.0
ALUNO-749,4.0,G,Escola Pública,Veterano,Ágata,6508,2024-03-06 00:00:00,5.0,2024-05-07 00:00:00,2024-06-07 00:00:00,2024-05-07 00:00:00,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não,2024-08-06 00:00:00,5.0,Nível 5 (1o EM),-1.0
ALUNO-753,4.0,E,Escola Pública,Veterano,Quartzo,4785,2024-03-08 00:00:00,2024-05-02 00:00:00,2024-05-07 00:00:00,0.8,2024-02-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,2024-01-04 00:00:00,10.0,Nível 3 (7o e 8o ano),1.0
ALUNO-755,4.0,G,Rede Decisão,Veterano,Ágata,6872,2024-01-07 00:00:00,2024-07-04 00:00:00,2024-09-06 00:00:00,2024-08-06 00:00:00,2024-08-07 00:00:00,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não,7.0,10.0,Nível 4 (9o ano),0.0
ALUNO-757,3.0,A,Escola Pública,Veterano,Quartzo,5421,2024-09-07 00:00:00,2024-03-05 00:00:00,2024-05-07 00:00:00,2024-09-02 00:00:00,2024-03-07 00:00:00,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-01-05 00:00:00,5.0,Nível 4 (9o ano),-1.0
ALUNO-758,2.0,K,Escola Pública,Veterano,Ametista,6983,2024-05-08 00:00:00,2024-04-05 00:00:00,2024-05-07 00:00:00,2024-05-06 00:00:00,2024-03-08 00:00:00,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-03-08 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-760,0.0,P,Escola Pública,Veterano,Ametista,7360,8.0,2024-08-05 00:00:00,2024-05-07 00:00:00,2024-08-06 00:00:00,2024-08-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-05-07 00:00:00,10.0,ALFA  (2o e 3o ano),0.0
ALUNO-763,1.0,F,Escola Pública,Ingressante,Ágata,6546,2024-05-07 00:00:00,2024-01-07 00:00:00,2024-05-07 00:00:00,2024-02-03 00:00:00,2024-09-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-05-08 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-766,5.0,A,Escola Pública,Ingressante,Ametista,7440,2024-02-09 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00,2024-05-06 00:00:00,2024-08-07 00:00:00,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,2024-04-08 00:00:00,5.0,Nível 6 (2o EM),-1.0
ALUNO-768,3.0,G,Rede Decisão,Veterano,Ametista,8065,2024-03-08 00:00:00,2024-02-09 00:00:00,2024-03-06 00:00:00,2024-04-08 00:00:00,2024-01-08 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Não,2024-09-08 00:00:00,5.0,Nível 5 (1o EM),-2.0
ALUNO-769,3.0,B,Escola Pública,Ingressante,Topázio,8401,2024-06-09 00:00:00,2024-02-07 00:00:00,2024-05-07 00:00:00,2024-05-08 00:00:00,2024-07-07 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Não,2024-09-08 00:00:00,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-773,2.0,F,Rede Decisão,Veterano,Topázio,8921,2024-05-09 00:00:00,10.0,2024-05-07 00:00:00,2024-09-08 00:00:00,2024-08-09 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,2024-08-09 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-775,2.0,A,Escola Pública,Ingressante,Topázio,9211,2024-05-09 00:00:00,10.0,2024-05-07 00:00:00,2024-09-08 00:00:00,2024-01-08 00:00:00,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,2024-06-09 00:00:00,10.0,Nível 2 (5o e 6o ano),0.0
ALUNO-776,3.0,R,Escola Pública,Veterano,Quartzo,5424,2024-09-07 00:00:00,2024-02-04 00:00:00,2024-05-07 00:00:00,2024-09-03 00:00:00,2024-09-06 00:00:00,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-04-05 00:00:00,5.0,Nível 5 (1o EM),-2.0
ALUNO-777,2.0,D,Escola Pública,Veterano,Quartzo,5500,8.0,2024-08-03 00:00:00,2024-05-07 00:00:00,2024-03-04 00:00:00,2024-05-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,2024-08-06 00:00:00,2024-05-02 00:00:00,Nível 5 (1o EM),-3.0
ALUNO-781,3.0,M,Escola Pública,Veterano,Quartzo,5450,2024-08-08 00:00:00,2024-01-03 00:00:00,2024-05-07 00:00:00,2024-03-03 00:00:00,2024-07-06 00:00:00,Mantido na Fase atual,Alocado em Fase anterior,Mantido na Fase atual,Não avaliado,Não,2024-04-04 00:00:00,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-783,2.0,K,Escola Pública,Veterano,Ágata,6118,2024-05-07 00:00:00,2024-06-04 00:00:00,2024-05-07 00:00:00,2024-06-03 00:00:00,2024-03-08 00:00:00,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-03-08 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-784,2.0,G,Rede Decisão,Ingressante,Topázio,8533,2024-05-09 00:00:00,2024-02-09 00:00:00,2024-08-08 00:00:00,2024-09-07 00:00:00,2024-05-08 00:00:00,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Sim,2024-07-09 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-786,5.0,F,Escola Pública,Veterano,Quartzo,5341,2024-01-07 00:00:00,2024-01-06 00:00:00,5.0,2024-03-03 00:00:00,2024-02-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,2024-01-05 00:00:00,5.0,Nível 7 (3o EM),-2.0
ALUNO-790,4.0,A,Rede Decisão,Veterano,Topázio,8650,10.0,2024-03-08 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00,2024-08-08 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Sim,2024-03-09 00:00:00,10.0,Nível 4 (9o ano),0.0
ALUNO-792,2.0,I,Escola Pública,Veterano,Quartzo,5531,2024-03-06 00:00:00,2024-08-05 00:00:00,5.0,2024-01-04 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-08-05 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-793,1.0,E,Escola Pública,Veterano,Ágata,6506,8.0,2024-09-07 00:00:00,2024-05-07 00:00:00,2024-09-03 00:00:00,2024-03-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,2024-08-06 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-794,3.0,L,Rede Decisão,Veterano,Ametista,7211,2024-09-07 00:00:00,2024-05-07 00:00:00,2024-03-06 00:00:00,2024-02-08 00:00:00,2024-09-07 00:00:00,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Não,2024-01-08 00:00:00,2024-05-02 00:00:00,Nível 6 (2o EM),-3.0
ALUNO-796,4.0,E,Escola Pública,Veterano,Ágata,5943,2024-03-08 00:00:00,2024-07-06 00:00:00,2024-05-07 00:00:00,2024-03-02 00:00:00,2024-03-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,2024-02-04 00:00:00,10.0,Nível 4 (9o ano),0.0
ALUNO-797,2.0,R,Escola Pública,Veterano,Quartzo,2468,0.0,0.4,2024-03-06 00:00:00,0.0,2024-09-06 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-01-04 00:00:00,2024-05-02 00:00:00,Nível 6 (2o EM),-4.0
ALUNO-798,3.0,R,Escola Pública,Ingressante,Ametista,7250,2024-02-09 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00,2024-05-06 00:00:00,2024-05-07 00:00:00,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,2024-07-07 00:00:00,5.0,Nível 4 (9o ano),-1.0
ALUNO-802,0.0,Q,Escola Pública,Ingressante,Topázio,9046,2024-05-09 00:00:00,10.0,2024-05-07 00:00:00,2024-09-07 00:00:00,2024-08-08 00:00:00,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,2024-04-09 00:00:00,10.0,ALFA  (2o e 3o ano),0.0
ALUNO-803,0.0,K,Escola Pública,Veterano,Ametista,7133,2024-05-08 00:00:00,2024-07-06 00:00:00,2024-05-07 00:00:00,2024-06-06 00:00:00,2024-08-08 00:00:00,Mantido na Fase atual,Não avaliado,Não avaliado,Não avaliado,Não,2024-05-07 00:00:00,5.0,Nível 1 (4o ano),-1.0
ALUNO-805,1.0,J,Escola Pública,Ingressante,Ametista,6993,2024-05-08 00:00:00,2024-08-05 00:00:00,2024-05-07 00:00:00,2024-01-05 00:00:00,2024-01-08 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,2024-09-06 00:00:00,10.0,Nível 1 (4o ano),0.0
ALUNO-807,1.0,E,Escola Pública,Veterano,Topázio,9176,10.0,10.0,5.0,2024-01-09 00:00:00,9.0,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não avaliado,Sim,2024-08-09 00:00:00,10.0,Nível 1 (4o ano),0.0
ALUNO-809,1.0,G,Escola Pública,Ingressante,Quartzo,4769,10.0,2024-05-02 00:00:00,2024-05-07 00:00:00,0.0,2024-02-07 00:00:00,Não avaliado,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-05-06 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-811,2.0,B,Rede Decisão,Veterano,Ametista,7196,8.0,2024-03-08 00:00:00,2024-05-07 00:00:00,2024-03-06 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-03-07 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-812,0.0,Q,Escola Pública,Ingressante,Ametista,8075,10.0,10.0,2024-05-07 00:00:00,2024-01-07 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-03-08 00:00:00,5.0,Nível 2 (5o e 6o ano),-2.0
ALUNO-813,2.0,F,Escola Pública,Veterano,Ametista,7275,9.0,2024-05-07 00:00:00,2024-05-07 00:00:00,2024-09-03 00:00:00,2024-07-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-08-07 00:00:00,10.0,Nível 2 (5o e 6o ano),0.0
ALUNO-814,2.0,E,Escola Pública,Veterano,Ágata,6231,2024-09-07 00:00:00,5.0,2024-05-07 00:00:00,2024-04-04 00:00:00,2024-09-07 00:00:00,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-06-07 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-817,2.0,C,Escola Pública,Veterano,Ametista,7549,9.0,2024-05-07 00:00:00,2024-05-07 00:00:00,2024-06-07 00:00:00,2024-09-07 00:00:00,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,2024-02-09 00:00:00,2024-05-02 00:00:00,Nível 5 (1o EM),-3.0
ALUNO-818,0.0,O,Escola Pública,Ingressante,Ametista,6958,8.0,2024-07-06 00:00:00,2024-05-07 00:00:00,2024-04-04 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-03-07 00:00:00,10.0,ALFA  (2o e 3o ano),0.0
ALUNO-820,5.0,B,Rede Decisão,Veterano,Ametista,8073,2024-08-08 00:00:00,2024-01-06 00:00:00,2024-05-07 00:00:00,2024-02-08 00:00:00,2024-06-08 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,2024-07-08 00:00:00,10.0,Nível 5 (1o EM),0.0
ALUNO-822,0.0,T,Escola Pública,Ingressante,Topázio,8758,2024-05-09 00:00:00,10.0,2024-05-07 00:00:00,2024-06-06 00:00:00,2024-01-08 00:00:00,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,Sim,2024-07-09 00:00:00,10.0,ALFA  (2o e 3o ano),0.0
ALUNO-823,2.0,N,Rede Decisão,Veterano,Ametista,7207,2024-05-08 00:00:00,2024-01-07 00:00:00,2024-05-07 00:00:00,2024-09-03 00:00:00,2024-09-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-01-08 00:00:00,10.0,Nível 2 (5o e 6o ano),0.0
ALUNO-824,1.0,M,Escola Pública,Veterano,Ametista,7760,9.0,10.0,2024-05-07 00:00:00,2024-09-04 00:00:00,2024-01-08 00:00:00,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,2024-01-09 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-825,3.0,M,Escola JP II,Veterano,Quartzo,4286,2024-09-07 00:00:00,2024-08-02 00:00:00,2024-03-06 00:00:00,2024-02-01 00:00:00,2024-03-06 00:00:00,Mantido na Fase atual,Alocado em Fase anterior,Mantido na Fase atual,Não avaliado,Não,2024-08-04 00:00:00,5.0,Nível 4 (9o ano),-1.0
ALUNO-826,2.0,L,Escola Pública,Veterano,Quartzo,4186,0.0,2024-05-02 00:00:00,2024-05-07 00:00:00,1.0,2024-09-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-02-07 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-827,0.0,S,Escola Pública,Ingressante,Ágata,6733,9.0,5.0,2024-05-07 00:00:00,6.0,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-02-08 00:00:00,5.0,Nível 1 (4o ano),-1.0
ALUNO-828,5.0,L,Rede Decisão,Veterano,Ametista,7482,2024-02-09 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00,2024-03-07 00:00:00,2024-01-08 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não,2024-07-07 00:00:00,5.0,Nível 6 (2o EM),-1.0
ALUNO-829,3.0,F,Escola Pública,Veterano,Ágata,6418,10.0,2024-09-03 00:00:00,2024-05-07 00:00:00,2024-06-03 00:00:00,2024-03-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-02-07 00:00:00,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-830,5.0,B,Rede Decisão,Veterano,Topázio,8506,10.0,2024-08-07 00:00:00,2024-05-07 00:00:00,2024-09-07 00:00:00,2024-08-08 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,2024-08-08 00:00:00,10.0,Nível 4 (9o ano),1.0
ALUNO-831,1.0,M,Escola Pública,Veterano,Ametista,7351,2024-05-09 00:00:00,10.0,2024-05-07 00:00:00,2024-06-03 00:00:00,2024-07-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,2024-03-08 00:00:00,5.0,Nível 3 (7o e 8o ano),-2.0
ALUNO-833,0.0,K,Escola Pública,Ingressante,Ágata,5825,2024-05-08 00:00:00,2024-03-08 00:00:00,2024-04-04 00:00:00,2024-04-04 00:00:00,2024-05-02 00:00:00,Mantido na Fase atual,Alocado em Fase anterior,Não avaliado,Não avaliado,Não,2024-02-06 00:00:00,5.0,Nível 1 (4o ano),-1.0
